CPU;1;954720
CPU;2;492960
CPU;4;374400
CPU;8;324480
CPU;16;336960
GPU;1;2152800
GPU;2;1060800
GPU;4;549120
GPU;8;299520
GPU;16;183130
GPU;32;156000
GPU;64;156000
GPU;128;156000
GPU;256;156000
GPU;512;156000
GPU;1024;156000
